SystemId,threshold,maxF1,PPV,total
stangnes-gw,312611.666666,0.7272727272727273,0.5964912280701754,240
rodbergvn-gw2,179073.555555,0.7277628032345014,0.6,240
narvik-gw4,130557.555555,0.7253333333333334,0.5938864628820961,240
tromso-fh-gw,24825.888888,0.7253333333333334,0.5938864628820961,240
tromso-gw5,129077.444444,0.723404255319149,0.591304347826087,240
teknobyen-gw1,164077.333333,0.7455621301775148,0.65625,240
narvik-gw3,484155.222222,0.7272727272727273,0.5964912280701754,240
hovedbygget-gw,972221.333333,0.7311827956989247,0.6017699115044248,240
hoytek-gw2,69319.111111,0.723404255319149,0.591304347826087,240
teknobyen-gw2,445226.444444,0.723404255319149,0.591304347826087,240
ma2-gw,235810.333333,0.72,0.5895196506550219,240
bergen-gw3,1329935.333333,0.7282608695652174,0.6036036036036037,240
narvik-kv-gw,155190.222222,0.7292225201072386,0.5991189427312775,240
trd-gw,1128946.555555,0.723404255319149,0.591304347826087,240
ifi2-gw5,254657.333333,0.7253333333333334,0.5938864628820961,240
oslo-gw1,2874593.555555,0.7253333333333334,0.5938864628820961,240
