SystemId,threshold,maxTPR,PPV,total
stangnes-gw,92199072.333343,0.9315068493150684,0.591304347826087,240
rodbergvn-gw2,91771854.444458,0.9315068493150684,0.591304347826087,240
narvik-gw4,213105649.444458,0.9246575342465754,0.5947136563876652,240
tromso-fh-gw,29653045.222229,0.9315068493150684,0.591304347826087,240
tromso-gw5,14923310.333328,0.9315068493150684,0.591304347826087,240
teknobyen-gw1,7084496.666666,0.9315068493150684,0.6017699115044248,240
narvik-gw3,140799054.777771,0.9246575342465754,0.5895196506550219,240
hovedbygget-gw,200380138.888916,0.9315068493150684,0.591304347826087,240
hoytek-gw2,91514568.333343,0.9315068493150684,0.591304347826087,240
teknobyen-gw2,28262094.888885,0.9315068493150684,0.591304347826087,240
ma2-gw,132936198.111083,0.9246575342465754,0.5895196506550219,240
bergen-gw3,55408388.333374,0.9315068493150684,0.5938864628820961,240
narvik-kv-gw,334930697.222229,0.9315068493150684,0.5991189427312775,240
trd-gw,374122304.555664,0.9246575342465754,0.5895196506550219,240
ifi2-gw5,135376450.333343,0.9315068493150684,0.5938864628820961,240
oslo-gw1,150627385.333251,0.9315068493150684,0.591304347826087,240
