Threshold,TP,FP,FN,TN,F1,TPR,FPR,Accuracy,FNR,PPV
1.88e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.89e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.9e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.91e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.92e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.93e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.94e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.95e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.96e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.97e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.98e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
1.99e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.01e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.02e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.03e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.04e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.05e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.06e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.07e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.08e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.09e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.1e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.11e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.12e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.13e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.14e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.15e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.16e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.17e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.18e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.19e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.2e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.21e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.22e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.23e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.24e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.25e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.26e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.27e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.28e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.29e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.3e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.31e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.32e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.33e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.34e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.35e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.36e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.37e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.38e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.39e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.4e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.41e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.42e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.43e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.44e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.45e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.46e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.47e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.48e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.49e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.5e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.51e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.52e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.53e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.54e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.55e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.56e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.57e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.58e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.59e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.6e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.61e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.62e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.63e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.64e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.65e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.66e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.67e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.68e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.69e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.7e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.71e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.72e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.73e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.74e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.75e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.76e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.77e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.78e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.79e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.8e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.81e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.82e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.83e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.84e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.85e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.86e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.87e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.88e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.89e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.9e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.91e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.92e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.93e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.94e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.95e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.96e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.97e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.98e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
2.99e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.01e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.02e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.03e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.04e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.05e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.06e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.07e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.08e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.09e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.1e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.11e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.12e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.13e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.14e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.15e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.16e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.17e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.18e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.19e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.2e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.21e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.22e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.23e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.24e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.25e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.26e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.27e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.28e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.29e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.3e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.31e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.32e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.33e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.34e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.35e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
3.36e-06,19,676,0,0,None,None,None,0.027338129496402876,None,0.027338129496402876
